day,campaign,channel,partner,ad,impr,clicks,spend,engagement,sales,revenue
2024-01-10,New Year Push,Email,Klaviyo,Resolution Ready,14180,3423,22.22,1096,147,13192.58
2024-01-10,New Year Push,Video,YouTube,Fresh Start,108292,966,1924.88,31795,14,1232.59
2024-01-10,New Year Push,Video,YouTube,Countdown Offer,107983,768,1946.39,33706,9,1043.66
2024-01-10,New Year Push,Video,YouTube,Resolution Ready,99460,654,1712.49,27522,12,1358.01
2024-01-10,New Year Push,Video,Connected TV,Fresh Start,52106,357,941.45,14633,7,772.95
2024-01-10,New Year Push,Video,Connected TV,Countdown Offer,54938,509,1013.3,11583,7,677.95
2024-01-10,New Year Push,Video,Connected TV,Resolution Ready,47818,321,886.05,12547,5,468.33
2024-01-10,Brand Awareness,Paid Search,Google,Hero Brand,35018,1545,780.43,406,68,8441.16
2024-01-10,Brand Awareness,Paid Search,Google,Our Story,37482,1811,834.36,507,118,14763.12
2024-01-10,Brand Awareness,Paid Search,Google,Why Choose Us,33359,1770,704.99,457,96,9922.78
2024-01-10,Brand Awareness,Paid Search,Bing,Hero Brand,11151,501,242.75,144,30,3575.54
2024-01-10,Brand Awareness,Paid Search,Bing,Our Story,9569,422,216.78,117,33,3478.21
2024-01-10,Brand Awareness,Paid Search,Bing,Why Choose Us,10930,577,247.55,146,33,4419.07
2024-01-10,Brand Awareness,Paid Social,Facebook,Hero Brand,48444,889,466.19,1385,24,1989.93
2024-01-10,Brand Awareness,Paid Social,Facebook,Our Story,52960,886,542.75,2418,20,1597.03
2024-01-10,Brand Awareness,Paid Social,Facebook,Why Choose Us,49505,895,478.27,1618,27,2010.97
2024-01-10,Brand Awareness,Paid Social,Instagram,Hero Brand,30368,605,314.38,1356,19,1789.04
2024-01-10,Brand Awareness,Paid Social,Instagram,Our Story,32577,596,318.95,970,11,963.04
2024-01-10,Brand Awareness,Paid Social,Instagram,Why Choose Us,32781,554,315.62,1342,10,849.4
2024-01-10,Brand Awareness,Paid Social,TikTok,Hero Brand,20750,348,206.48,834,7,588.49
2024-01-10,Brand Awareness,Paid Social,TikTok,Our Story,19230,329,188.77,704,6,454.54
2024-01-10,Brand Awareness,Paid Social,TikTok,Why Choose Us,17667,345,175.54,785,7,614.12
2024-01-10,Brand Awareness,Display,Google Display Network,Hero Brand,140625,693,554.55,634,8,519.97
2024-01-10,Brand Awareness,Display,Google Display Network,Our Story,132232,742,547.9,542,9,601.97
2024-01-10,Brand Awareness,Display,Google Display Network,Why Choose Us,140887,597,539.62,534,7,433.12
2024-01-10,Brand Awareness,Display,The Trade Desk,Hero Brand,80576,389,325.21,484,4,291.76
2024-01-10,Brand Awareness,Display,The Trade Desk,Our Story,88481,437,363.66,412,4,311.51
2024-01-10,Brand Awareness,Display,The Trade Desk,Why Choose Us,83446,385,332.61,419,4,288.19
2024-01-10,Brand Awareness,Email,Mailchimp,Hero Brand,18816,4446,29.09,1630,149,14364.66
2024-01-10,Brand Awareness,Email,Mailchimp,Our Story,17875,3320,28.02,1582,178,18297.42
2024-01-10,Brand Awareness,Email,Mailchimp,Why Choose Us,18037,3595,26.29,1469,111,10238.61
2024-01-10,Brand Awareness,Email,Klaviyo,Hero Brand,13191,2477,20.59,1006,102,9658.76
2024-01-10,Brand Awareness,Email,Klaviyo,Our Story,13203,3252,19.46,1192,138,14558.15
2024-01-10,Brand Awareness,Email,Klaviyo,Why Choose Us,16007,3075,24.12,1098,141,12989.0
2024-01-10,Brand Awareness,Video,YouTube,Hero Brand,102189,916,1842.47,24446,18,1845.02
2024-01-10,Brand Awareness,Video,YouTube,Our Story,95082,861,1709.23,24029,14,1428.79
2024-01-10,Brand Awareness,Video,YouTube,Why Choose Us,90022,633,1551.87,24602,8,739.35
2024-01-10,Brand Awareness,Video,Connected TV,Hero Brand,51317,442,888.45,11321,8,869.92
2024-01-10,Brand Awareness,Video,Connected TV,Our Story,52836,419,923.53,11191,8,699.09
2024-01-10,Brand Awareness,Video,Connected TV,Why Choose Us,47253,388,821.73,12829,4,416.85
2024-01-11,New Year Push,Paid Search,Google,Fresh Start,33273,1397,708.58,490,91,10942.9
2024-01-11,New Year Push,Paid Search,Google,Countdown Offer,32940,1635,736.4,352,76,8831.34
2024-01-11,New Year Push,Paid Search,Google,Resolution Ready,41647,2169,886.05,582,142,18236.98
2024-01-11,New Year Push,Paid Search,Bing,Fresh Start,11312,460,252.84,119,32,3597.78
2024-01-11,New Year Push,Paid Search,Bing,Countdown Offer,10387,493,222.34,117,23,2471.65
2024-01-11,New Year Push,Paid Search,Bing,Resolution Ready,11410,525,249.01,112,24,2811.5
2024-01-11,New Year Push,Paid Social,Facebook,Fresh Start,49240,739,506.38,1874,14,1141.88
2024-01-11,New Year Push,Paid Social,Facebook,Countdown Offer,43669,815,450.99,1988,24,2056.11
2024-01-11,New Year Push,Paid Social,Facebook,Resolution Ready,48174,826,459.75,1857,17,1520.42
2024-01-11,New Year Push,Paid Social,Instagram,Fresh Start,35235,607,355.49,1500,18,1563.1
2024-01-11,New Year Push,Paid Social,Instagram,Countdown Offer,29764,465,296.96,979,14,1073.36
2024-01-11,New Year Push,Paid Social,Instagram,Resolution Ready,35924,625,348.07,1507,19,1594.45
2024-01-11,New Year Push,Paid Social,TikTok,Fresh Start,17228,255,174.94,716,5,393.06
2024-01-11,New Year Push,Paid Social,TikTok,Countdown Offer,17397,330,169.68,778,8,629.56
2024-01-11,New Year Push,Paid Social,TikTok,Resolution Ready,17946,344,184.04,652,10,815.69
2024-01-11,New Year Push,Display,Google Display Network,Fresh Start,125154,638,488.29,565,6,458.63
2024-01-11,New Year Push,Display,Google Display Network,Countdown Offer,136487,769,554.64,766,8,610.44
2024-01-11,New Year Push,Display,Google Display Network,Resolution Ready,118692,532,470.05,545,6,457.54
2024-01-11,New Year Push,Display,The Trade Desk,Fresh Start,83102,364,347.85,312,3,193.02
2024-01-11,New Year Push,Display,The Trade Desk,Countdown Offer,87265,426,333.84,375,3,186.05
2024-01-11,New Year Push,Display,The Trade Desk,Resolution Ready,76975,451,311.41,388,6,444.63
2024-01-11,New Year Push,Email,Mailchimp,Fresh Start,20084,4703,30.55,1596,162,16283.96
2024-01-11,New Year Push,Email,Mailchimp,Countdown Offer,19467,3773,27.84,1675,159,14035.27
2024-01-11,New Year Push,Email,Mailchimp,Resolution Ready,16704,2921,24.4,1027,97,10699.91
2024-01-11,New Year Push,Email,Klaviyo,Fresh Start,15841,3150,23.51,1354,133,13675.52
2024-01-11,New Year Push,Email,Klaviyo,Countdown Offer,13308,2382,19.53,1271,124,11361.52
2024-01-11,New Year Push,Email,Klaviyo,Resolution Ready,16495,3185,25.01,1145,168,16490.43
2024-01-11,New Year Push,Video,YouTube,Fresh Start,93088,719,1609.64,18662,10,1156.79
2024-01-11,New Year Push,Video,YouTube,Countdown Offer,105929,986,1978.44,31241,16,1727.08
2024-01-11,New Year Push,Video,YouTube,Resolution Ready,109795,898,2029.66,31602,18,1813.33
2024-01-11,New Year Push,Video,Connected TV,Fresh Start,52671,434,903.27,10854,5,530.45
2024-01-11,New Year Push,Video,Connected TV,Countdown Offer,59479,506,1041.71,13769,10,1025.05
2024-01-11,New Year Push,Video,Connected TV,Resolution Ready,46916,420,823.23,9529,7,782.77
2024-01-11,Brand Awareness,Paid Search,Google,Hero Brand,33453,1777,734.24,372,136,14936.24
2024-01-11,Brand Awareness,Paid Search,Google,Our Story,41239,2022,944.45,494,102,12886.09
2024-01-11,Brand Awareness,Paid Search,Google,Why Choose Us,40574,1669,866.1,425,110,11640.45
2024-01-11,Brand Awareness,Paid Search,Bing,Hero Brand,9512,503,212.94,123,33,4202.69
2024-01-11,Brand Awareness,Paid Search,Bing,Our Story,10608,407,232.96,134,25,3379.54
2024-01-11,Brand Awareness,Paid Search,Bing,Why Choose Us,11505,599,252.88,171,46,5070.19
2024-01-11,Brand Awareness,Paid Social,Facebook,Hero Brand,44724,827,427.3,1953,21,1743.06
2024-01-11,Brand Awareness,Paid Social,Facebook,Our Story,47949,830,488.42,1525,27,2345.67
2024-01-11,Brand Awareness,Paid Social,Facebook,Why Choose Us,47461,912,451.44,1542,24,1864.94
2024-01-11,Brand Awareness,Paid Social,Instagram,Hero Brand,33837,556,340.01,1116,14,1186.95
2024-01-11,Brand Awareness,Paid Social,Instagram,Our Story,31885,573,309.62,1333,13,1179.31
2024-01-11,Brand Awareness,Paid Social,Instagram,Why Choose Us,31203,496,300.52,1230,10,721.57
2024-01-11,Brand Awareness,Paid Social,TikTok,Hero Brand,17921,291,178.0,640,5,466.48
2024-01-11,Brand Awareness,Paid Social,TikTok,Our Story,17373,347,168.11,660,11,996.54
2024-01-11,Brand Awareness,Paid Social,TikTok,Why Choose Us,19046,370,195.89,651,9,753.02
2024-01-11,Brand Awareness,Display,Google Display Network,Hero Brand,126028,673,481.93,729,7,523.64
2024-01-11,Brand Awareness,Display,Google Display Network,Our Story,127623,600,503.39,657,9,600.9
2024-01-11,Brand Awareness,Display,Google Display Network,Why Choose Us,114291,493,473.96,703,4,294.56
2024-01-11,Brand Awareness,Display,The Trade Desk,Hero Brand,82007,361,337.22,380,4,286.92
2024-01-11,Brand Awareness,Display,The Trade Desk,Our Story,83668,477,330.69,373,6,385.97
2024-01-11,Brand Awareness,Display,The Trade Desk,Why Choose Us,72857,404,286.69,388,5,397.68
2024-01-11,Brand Awareness,Email,Mailchimp,Hero Brand,16277,3002,23.75,1212,110,9823.35
2024-01-11,Brand Awareness,Email,Mailchimp,Our Story,18773,3617,28.0,1818,139,13691.96
2024-01-11,Brand Awareness,Email,Mailchimp,Why Choose Us,20171,4104,29.3,1259,195,19629.92
2024-01-11,Brand Awareness,Email,Klaviyo,Hero Brand,16414,3695,23.59,1121,118,9845.59
2024-01-11,Brand Awareness,Email,Klaviyo,Our Story,16194,3460,23.14,1259,168,14111.6
2024-01-11,Brand Awareness,Email,Klaviyo,Why Choose Us,13998,2574,21.32,1369,95,8428.88
2024-01-11,Brand Awareness,Video,YouTube,Hero Brand,93634,783,1623.27,27918,8,856.04
2024-01-11,Brand Awareness,Video,YouTube,Our Story,107290,804,1926.61,33856,13,1235.47
2024-01-11,Brand Awareness,Video,YouTube,Why Choose Us,97442,911,1788.62,20835,15,1590.15
2024-01-11,Brand Awareness,Video,Connected TV,Hero Brand,54906,449,990.63,14977,6,583.94
2024-01-11,Brand Awareness,Video,Connected TV,Our Story,53679,476,960.6,12769,6,575.94
2024-01-11,Brand Awareness,Video,Connected TV,Why Choose Us,46793,416,871.58,11000,6,521.73
2024-01-12,New Year Push,Paid Search,Google,Fresh Start,41093,2194,901.97,372,130,14387.03
2024-01-12,New Year Push,Paid Search,Google,Countdown Offer,34906,1320,758.23,400,84,9599.03
2024-01-12,New Year Push,Paid Search,Google,Resolution Ready,34298,1712,746.24,386,91,10487.5
2024-01-12,New Year Push,Paid Search,Bing,Fresh Start,9866,497,225.95,136,34,3752.84
2024-01-12,New Year Push,Paid Search,Bing,Countdown Offer,11137,569,242.88,157,28,3095.45
2024-01-12,New Year Push,Paid Search,Bing,Resolution Ready,10870,521,233.69,138,26,2625.65
2024-01-12,New Year Push,Paid Social,Facebook,Fresh Start,42822,780,414.77,1303,17,1483.99
2024-01-12,New Year Push,Paid Social,Facebook,Countdown Offer,50628,823,488.59,1917,19,1469.93
2024-01-12,New Year Push,Paid Social,Facebook,Resolution Ready,51462,1092,512.75,2240,25,2261.28
2024-01-12,New Year Push,Paid Social,Instagram,Fresh Start,36586,553,375.95,1092,14,1041.99
2024-01-12,New Year Push,Paid Social,Instagram,Countdown Offer,35713,716,368.85,1100,21,1592.31
2024-01-12,New Year Push,Paid Social,Instagram,Resolution Ready,35156,619,359.91,1024,15,1330.0
2024-01-12,New Year Push,Paid Social,TikTok,Fresh Start,19101,403,190.49,791,9,698.83
2024-01-12,New Year Push,Paid Social,TikTok,Countdown Offer,19593,294,204.5,752,6,512.45
2024-01-12,New Year Push,Paid Social,TikTok,Resolution Ready,17630,361,182.71,575,7,596.89
2024-01-12,New Year Push,Display,Google Display Network,Fresh Start,123972,545,484.79,501,7,429.75
2024-01-12,New Year Push,Display,Google Display Network,Countdown Offer,115196,634,459.64,603,7,441.93
2024-01-12,New Year Push,Display,Google Display Network,Resolution Ready,118790,506,480.8,721,7,522.92
2024-01-12,New Year Push,Display,The Trade Desk,Fresh Start,70943,373,289.49,406,3,198.68
2024-01-12,New Year Push,Display,The Trade Desk,Countdown Offer,88493,488,363.06,510,5,326.84
2024-01-12,New Year Push,Display,The Trade Desk,Resolution Ready,82926,393,319.59,497,4,282.6
2024-01-12,New Year Push,Email,Mailchimp,Fresh Start,17282,3886,25.12,1195,148,15198.59
2024-01-12,New Year Push,Email,Mailchimp,Countdown Offer,17198,4042,26.87,1448,125,10758.09
2024-01-12,New Year Push,Email,Mailchimp,Resolution Ready,17286,3320,25.58,1063,150,13877.47
2024-01-12,New Year Push,Email,Klaviyo,Fresh Start,13750,2387,21.36,1283,84,8598.65
2024-01-12,New Year Push,Email,Klaviyo,Countdown Offer,15438,3287,22.9,1281,137,13355.07
2024-01-12,New Year Push,Email,Klaviyo,Resolution Ready,15276,3003,23.24,1008,127,10607.09
2024-01-12,New Year Push,Video,YouTube,Fresh Start,106896,741,1995.99,23198,11,986.94
2024-01-12,New Year Push,Video,YouTube,Countdown Offer,100623,902,1839.82,25990,16,1512.51
2024-01-12,New Year Push,Video,YouTube,Resolution Ready,95764,795,1649.78,29672,10,1017.37
2024-01-12,New Year Push,Video,Connected TV,Fresh Start,58257,395,1080.19,11592,6,692.46
2024-01-12,New Year Push,Video,Connected TV,Countdown Offer,52199,397,959.17,15464,5,439.72
2024-01-12,New Year Push,Video,Connected TV,Resolution Ready,47781,355,898.3,14990,4,435.56
2024-01-12,Brand Awareness,Paid Search,Google,Hero Brand,37597,1536,829.3,394,102,10876.56
2024-01-12,Brand Awareness,Paid Search,Google,Our Story,39545,1763,835.67,507,99,11537.33
2024-01-12,Brand Awareness,Paid Search,Google,Why Choose Us,38793,2030,825.01,391,118,13245.26
2024-01-12,Brand Awareness,Paid Search,Bing,Hero Brand,9660,524,211.31,107,28,3791.14
2024-01-12,Brand Awareness,Paid Search,Bing,Our Story,10081,442,227.64,116,31,3776.97
2024-01-12,Brand Awareness,Paid Search,Bing,Why Choose Us,10683,440,241.27,155,23,3089.88
2024-01-12,Brand Awareness,Paid Social,Facebook,Hero Brand,47406,821,484.79,2236,22,1813.53
2024-01-12,Brand Awareness,Paid Social,Facebook,Our Story,53697,897,526.25,1756,28,1966.55
2024-01-12,Brand Awareness,Paid Social,Facebook,Why Choose Us,51721,994,505.62,2018,26,2404.42
2024-01-12,Brand Awareness,Paid Social,Instagram,Hero Brand,30272,454,298.35,942,10,840.21
2024-01-12,Brand Awareness,Paid Social,Instagram,Our Story,30892,618,296.31,1115,20,1755.26
2024-01-12,Brand Awareness,Paid Social,Instagram,Why Choose Us,34779,692,336.41,1536,20,1677.51
2024-01-12,Brand Awareness,Paid Social,TikTok,Hero Brand,20864,388,204.48,884,10,716.31
2024-01-12,Brand Awareness,Paid Social,TikTok,Our Story,16979,335,167.21,747,8,728.39
2024-01-12,Brand Awareness,Paid Social,TikTok,Why Choose Us,20691,335,210.07,826,6,532.95
2024-01-12,Brand Awareness,Display,Google Display Network,Hero Brand,125773,584,480.01,641,5,360.26
2024-01-12,Brand Awareness,Display,Google Display Network,Our Story,120750,506,494.19,571,5,370.27
2024-01-12,Brand Awareness,Display,Google Display Network,Why Choose Us,129570,583,507.38,613,5,314.91
2024-01-12,Brand Awareness,Display,The Trade Desk,Hero Brand,80684,337,319.48,319,4,311.66
2024-01-12,Brand Awareness,Display,The Trade Desk,Our Story,72287,313,290.86,359,4,261.74
2024-01-12,Brand Awareness,Display,The Trade Desk,Why Choose Us,81532,442,317.85,320,6,409.11
2024-01-12,Brand Awareness,Email,Mailchimp,Hero Brand,20028,3584,30.56,1579,136,12353.87
2024-01-12,Brand Awareness,Email,Mailchimp,Our Story,18587,3234,27.34,1895,145,15966.9
2024-01-12,Brand Awareness,Email,Mailchimp,Why Choose Us,17926,3284,25.67,1703,113,10437.36
2024-01-12,Brand Awareness,Email,Klaviyo,Hero Brand,15793,3737,22.77,1006,199,21549.67
2024-01-12,Brand Awareness,Email,Klaviyo,Our Story,16189,3791,23.1,1456,122,11536.54
2024-01-12,Brand Awareness,Email,Klaviyo,Why Choose Us,13169,2475,19.83,919,105,9350.18
2024-01-12,Brand Awareness,Video,YouTube,Hero Brand,98534,853,1710.0,27623,9,940.86
2024-01-12,Brand Awareness,Video,YouTube,Our Story,102820,687,1789.74,23387,12,1267.32
2024-01-12,Brand Awareness,Video,YouTube,Why Choose Us,88325,745,1511.68,21268,10,1127.74
2024-01-12,Brand Awareness,Video,Connected TV,Hero Brand,55321,500,947.89,16698,8,750.19
2024-01-12,Brand Awareness,Video,Connected TV,Our Story,51748,485,894.17,11978,9,926.69
2024-01-12,Brand Awareness,Video,Connected TV,Why Choose Us,49264,394,883.03,15240,4,377.08
2024-01-13,New Year Push,Paid Search,Google,Fresh Start,27106,1172,589.98,269,65,7329.25
2024-01-13,New Year Push,Paid Search,Google,Countdown Offer,27725,1154,639.12,332,84,10286.06
2024-01-13,New Year Push,Paid Search,Google,Resolution Ready,29362,1540,666.3,269,98,10801.45
2024-01-13,New Year Push,Paid Search,Bing,Fresh Start,6957,365,155.46,66,21,2820.41
2024-01-13,New Year Push,Paid Search,Bing,Countdown Offer,7796,374,166.84,81,18,2423.83
2024-01-13,New Year Push,Paid Search,Bing,Resolution Ready,8338,359,184.21,85,17,2030.89
2024-01-13,New Year Push,Paid Social,Facebook,Fresh Start,60849,1238,596.87,2549,32,2336.87
2024-01-13,New Year Push,Paid Social,Facebook,Countdown Offer,63513,1339,612.59,2936,43,3332.95
2024-01-13,New Year Push,Paid Social,Facebook,Resolution Ready,57542,1203,553.46,1987,38,3328.27
2024-01-13,New Year Push,Paid Social,Instagram,Fresh Start,41509,849,411.52,1507,21,1946.08
2024-01-13,New Year Push,Paid Social,Instagram,Countdown Offer,42714,888,417.48,1849,17,1262.16
2024-01-13,New Year Push,Paid Social,Instagram,Resolution Ready,41481,776,405.14,1629,16,1206.59
2024-01-13,New Year Push,Paid Social,TikTok,Fresh Start,23478,401,239.2,881,10,845.76
2024-01-13,New Year Push,Paid Social,TikTok,Countdown Offer,23611,405,244.42,893,8,595.63
2024-01-13,New Year Push,Paid Social,TikTok,Resolution Ready,19945,393,189.78,670,9,791.66
2024-01-13,New Year Push,Display,Google Display Network,Fresh Start,130376,712,498.88,791,11,879.23
2024-01-13,New Year Push,Display,Google Display Network,Countdown Offer,116420,545,463.7,508,6,372.62
2024-01-13,New Year Push,Display,Google Display Network,Resolution Ready,123292,589,483.94,650,8,592.21
2024-01-13,New Year Push,Display,The Trade Desk,Fresh Start,71959,408,296.09,363,4,316.25
2024-01-13,New Year Push,Display,The Trade Desk,Countdown Offer,63671,375,255.16,301,5,366.23
2024-01-13,New Year Push,Display,The Trade Desk,Resolution Ready,71803,375,274.27,321,4,271.11
2024-01-13,New Year Push,Email,Mailchimp,Fresh Start,11786,2440,17.54,1021,75,7236.65
2024-01-13,New Year Push,Email,Mailchimp,Countdown Offer,9989,2346,14.91,910,75,7802.06
2024-01-13,New Year Push,Email,Mailchimp,Resolution Ready,12076,2715,17.45,947,110,9542.69
2024-01-13,New Year Push,Email,Klaviyo,Fresh Start,9134,2064,13.29,732,73,7411.07
2024-01-13,New Year Push,Email,Klaviyo,Countdown Offer,9814,2280,15.04,653,73,6901.62
2024-01-13,New Year Push,Email,Klaviyo,Resolution Ready,8646,1831,12.82,812,77,8389.37
2024-01-13,New Year Push,Video,YouTube,Fresh Start,86614,663,1600.88,26639,11,1175.7
2024-01-13,New Year Push,Video,YouTube,Countdown Offer,81720,740,1423.72,23047,11,1057.88
2024-01-13,New Year Push,Video,YouTube,Resolution Ready,94964,745,1730.97,19585,9,836.17
2024-01-13,New Year Push,Video,Connected TV,Fresh Start,49450,360,886.42,14850,5,434.38
2024-01-13,New Year Push,Video,Connected TV,Countdown Offer,52449,379,952.47,13212,5,445.65
2024-01-13,New Year Push,Video,Connected TV,Resolution Ready,49191,357,889.63,13294,5,559.76
2024-01-13,Brand Awareness,Paid Search,Google,Hero Brand,24002,964,536.14,221,72,8921.64
2024-01-13,Brand Awareness,Paid Search,Google,Our Story,29100,1241,667.11,270,73,7782.53
2024-01-13,Brand Awareness,Paid Search,Google,Why Choose Us,28028,1340,628.43,352,97,10338.32
2024-01-13,Brand Awareness,Paid Search,Bing,Hero Brand,7510,355,172.35,71,19,2153.6
2024-01-13,Brand Awareness,Paid Search,Bing,Our Story,7371,286,160.98,90,15,1575.94
2024-01-13,Brand Awareness,Paid Search,Bing,Why Choose Us,7946,335,175.28,96,23,2805.23
2024-01-13,Brand Awareness,Paid Social,Facebook,Hero Brand,51439,1002,521.02,2430,25,2166.02
2024-01-13,Brand Awareness,Paid Social,Facebook,Our Story,62672,1325,613.38,2511,30,2478.74
2024-01-13,Brand Awareness,Paid Social,Facebook,Why Choose Us,63504,1082,611.53,2488,28,2386.82
2024-01-13,Brand Awareness,Paid Social,Instagram,Hero Brand,38953,620,393.79,1634,20,1394.78
2024-01-13,Brand Awareness,Paid Social,Instagram,Our Story,34565,650,332.44,1542,19,1791.23
2024-01-13,Brand Awareness,Paid Social,Instagram,Why Choose Us,38218,646,384.49,1552,11,821.14
2024-01-13,Brand Awareness,Paid Social,TikTok,Hero Brand,21290,423,208.81,811,9,628.66
2024-01-13,Brand Awareness,Paid Social,TikTok,Our Story,23470,398,239.97,943,7,518.14
2024-01-13,Brand Awareness,Paid Social,TikTok,Why Choose Us,21554,365,219.26,989,11,941.41
2024-01-13,Brand Awareness,Display,Google Display Network,Hero Brand,116183,607,482.95,591,6,468.8
2024-01-13,Brand Awareness,Display,Google Display Network,Our Story,114291,621,472.48,514,8,544.12
2024-01-13,Brand Awareness,Display,Google Display Network,Why Choose Us,117706,526,479.56,676,7,481.86
2024-01-13,Brand Awareness,Display,The Trade Desk,Hero Brand,79588,366,303.43,494,4,317.58
2024-01-13,Brand Awareness,Display,The Trade Desk,Our Story,72745,349,293.75,430,4,305.73
2024-01-13,Brand Awareness,Display,The Trade Desk,Why Choose Us,68342,284,271.01,341,2,141.92
2024-01-13,Brand Awareness,Email,Mailchimp,Hero Brand,12109,2283,17.8,800,112,11648.04
2024-01-13,Brand Awareness,Email,Mailchimp,Our Story,12011,2471,17.16,976,103,8969.04
2024-01-13,Brand Awareness,Email,Mailchimp,Why Choose Us,12038,2739,18.1,1123,90,9603.7
2024-01-13,Brand Awareness,Email,Klaviyo,Hero Brand,9632,2341,14.7,644,111,10526.11
2024-01-13,Brand Awareness,Email,Klaviyo,Our Story,9399,1989,13.4,937,92,9081.82
2024-01-13,Brand Awareness,Email,Klaviyo,Why Choose Us,8054,1671,11.53,667,76,6885.56
2024-01-13,Brand Awareness,Video,YouTube,Hero Brand,90873,677,1699.86,21097,8,761.32
2024-01-13,Brand Awareness,Video,YouTube,Our Story,85340,668,1477.39,17946,9,784.5
2024-01-13,Brand Awareness,Video,YouTube,Why Choose Us,91844,738,1604.68,21667,10,910.32
2024-01-13,Brand Awareness,Video,Connected TV,Hero Brand,50393,371,883.93,10095,6,582.39
2024-01-13,Brand Awareness,Video,Connected TV,Our Story,47387,328,850.47,13144,4,353.39
2024-01-13,Brand Awareness,Video,Connected TV,Why Choose Us,47189,333,857.57,12591,6,648.6
2024-01-14,New Year Push,Paid Search,Google,Fresh Start,27720,1189,629.2,368,81,9654.01
2024-01-14,New Year Push,Paid Search,Google,Countdown Offer,30033,1508,658.46,294,111,14747.13
2024-01-14,New Year Push,Paid Search,Google,Resolution Ready,26762,1211,599.63,354,73,7920.64
2024-01-14,New Year Push,Paid Search,Bing,Fresh Start,7102,369,158.07,102,21,2626.39
2024-01-14,New Year Push,Paid Search,Bing,Countdown Offer,7907,401,180.61,92,17,1991.16
2024-01-14,New Year Push,Paid Search,Bing,Resolution Ready,7335,332,156.06,99,21,2201.0
2024-01-14,New Year Push,Paid Social,Facebook,Fresh Start,51449,1031,529.76,1784,29,2586.62
2024-01-14,New Year Push,Paid Social,Facebook,Countdown Offer,57315,994,568.19,2309,26,2435.1
2024-01-14,New Year Push,Paid Social,Facebook,Resolution Ready,55283,938,570.18,2196,28,2251.47
2024-01-14,New Year Push,Paid Social,Instagram,Fresh Start,41793,764,406.9,1717,14,1296.39
2024-01-14,New Year Push,Paid Social,Instagram,Countdown Offer,39793,712,401.6,1484,19,1708.51
2024-01-14,New Year Push,Paid Social,Instagram,Resolution Ready,36058,755,345.06,1102,23,2039.53
2024-01-14,New Year Push,Paid Social,TikTok,Fresh Start,21856,392,222.06,660,12,1098.32
2024-01-14,New Year Push,Paid Social,TikTok,Countdown Offer,24689,466,234.55,772,9,744.92
2024-01-14,New Year Push,Paid Social,TikTok,Resolution Ready,21916,405,212.49,908,9,753.56
2024-01-14,New Year Push,Display,Google Display Network,Fresh Start,128517,597,536.86,621,9,617.73
2024-01-14,New Year Push,Display,Google Display Network,Countdown Offer,105397,433,442.09,501,4,270.22
2024-01-14,New Year Push,Display,Google Display Network,Resolution Ready,113252,576,432.76,623,8,551.68
2024-01-14,New Year Push,Display,The Trade Desk,Fresh Start,77875,440,303.25,428,4,272.29
2024-01-14,New Year Push,Display,The Trade Desk,Countdown Offer,69646,333,279.84,376,3,195.8
2024-01-14,New Year Push,Display,The Trade Desk,Resolution Ready,69677,401,288.18,288,6,454.04
2024-01-14,New Year Push,Email,Mailchimp,Fresh Start,9987,1773,14.26,909,73,6874.99
2024-01-14,New Year Push,Email,Mailchimp,Countdown Offer,12236,2185,18.62,961,89,9284.58
2024-01-14,New Year Push,Email,Mailchimp,Resolution Ready,11222,2293,16.29,924,99,9361.57
2024-01-14,New Year Push,Email,Klaviyo,Fresh Start,8646,1610,13.1,736,81,7161.89
2024-01-14,New Year Push,Email,Klaviyo,Countdown Offer,8961,1821,13.5,685,98,9600.35
2024-01-14,New Year Push,Email,Klaviyo,Resolution Ready,9398,1698,14.07,844,56,5749.03
2024-01-14,New Year Push,Video,YouTube,Fresh Start,99754,936,1845.65,24991,11,1253.25
2024-01-14,New Year Push,Video,YouTube,Countdown Offer,80552,638,1484.98,25269,7,742.64
2024-01-14,New Year Push,Video,YouTube,Resolution Ready,95775,714,1646.85,22512,13,1313.62
2024-01-14,New Year Push,Video,Connected TV,Fresh Start,48274,381,889.25,11823,7,777.88
2024-01-14,New Year Push,Video,Connected TV,Countdown Offer,45693,304,857.25,13104,5,519.75
2024-01-14,New Year Push,Video,Connected TV,Resolution Ready,43062,341,749.47,8519,7,780.17
2024-01-14,Brand Awareness,Paid Search,Google,Hero Brand,27772,1179,585.48,334,88,9691.95
2024-01-14,Brand Awareness,Paid Search,Google,Our Story,24589,1041,560.32,223,49,5217.59
2024-01-14,Brand Awareness,Paid Search,Google,Why Choose Us,27561,1108,603.11,381,58,7256.23
2024-01-14,Brand Awareness,Paid Search,Bing,Hero Brand,7578,386,172.75,83,17,1792.4
2024-01-14,Brand Awareness,Paid Search,Bing,Our Story,8398,338,184.68,125,24,2609.36
2024-01-14,Brand Awareness,Paid Search,Bing,Why Choose Us,7497,361,160.17,100,20,2460.72
2024-01-14,Brand Awareness,Paid Social,Facebook,Hero Brand,60355,936,583.49,2177,21,1849.16
2024-01-14,Brand Awareness,Paid Social,Facebook,Our Story,60313,1098,595.88,2527,28,2051.58
2024-01-14,Brand Awareness,Paid Social,Facebook,Why Choose Us,61922,918,645.67,2292,26,2427.34
2024-01-14,Brand Awareness,Paid Social,Instagram,Hero Brand,40813,613,425.18,1657,20,1606.44
