date,campaign,channel,impressions,clicks,signups,sales,spend
2024-03-18,brand_awareness_q1,paid_search,3955,78280,358,82,1453.63
2024-03-18,BrandAwarenessQ1,Paid Social,159398,2959,107,14,1372.0
2024-03-18,brand_awareness_q1,display,340913,2000,44,5,1299.8
2024-03-18,brand_awareness_q1,email,48130,1172,163,78,97.66
2024-03-18,brand_awareness_q1,video,193205,1850,68,10,2412.77
2024-03-19,brand_awareness_q1,paid-search,76617,3699,324,83,1400.2807646035594
2024-03-19,brand_awareness_q1,paid_social,2233,142410,114.00,17,1310.89
2024-03-19,brand_awareness_q1,display,1096,273621,23,1,1113.47
2024-03-19,brand_awareness_q1,Email,50405,1123,160,44,99.26000609742049
2024-03-19,brand_awareness_q1,video,1744,185575,79,6,2295.819998866174
2024-03-20,brand_awareness_q1,paid_search,78061,3886,382,58,1363.8
2024-03-20,brand_awareness_q1,paid_social,132040,1933,102,17,1134.73
2024-03-20,brand_awareness_q1,display,321648,1545,38,2,1333.39
2024-03-20,brand_awareness_q1,email,43346,955,100,43,88.7
2024-03-20,brand_awareness_q1,video,189134,1572,69,7,2224.62
2024-03-21,brand_awareness_q1,paid_search,71807,3438,229.00,48,1235.78
2024-03-21,brand_awareness_q1,paid_social,3546,171062,221,36,1528.35
2024-03-21,brand_awareness_q1,display,301153,1790,67.00,7,1239.04
2024-03-21,brand_awareness_q1,EMAIL,47525,1010,95,29,97.47
2024-03-21,brand_awareness_q1,video,199435,1818,64,8,2466.4
2024-03-22,brand_awareness_q1,paid-search,90882,4191,429,112,1576.02
2024-03-22,brand_awareness_q1,paid_social,139858,2218,120,24,1302.42
2024-03-22,Brand Awareness Q1,display,266040,1449,35,2,1082.64
2024-03-22,brand_awareness_q1,email,52076,1316,128,54,106.49
2024-03-22,brand_awareness_q1,Video Ads,205632,1631,79,8,2580.36
2024-03-23,brand_awareness_q1,search_paid,52070,2752,281,48,984.08
2024-03-23,BrandAwarenessQ1,paid_social,174063,2810,149.00,17,1631.6
2024-03-23,Brand Awareness Q1,display,232054,1288,35.00,3,915.15
2024-03-23,brand_awareness_q1,email,47142,1042,124,29,98.82
2024-03-23,brand_awareness_q1,video,201238,1828,91,9,2394.07
2024-03-24,brand_awareness_q1,paid_search,62387,2494,157,31,1171.79
2024-03-24,brand_awareness_q1,paid_social,180240,3137,124,16,1602.67
2024-03-24,brand_awareness_q1,display,252610,1262,41,4,985.92
2024-03-24,brand_awareness_q1,email,1460,55955,190,65,108.2
2024-03-24,brand_awareness_q1,video,1542,222191,69,8,2777.45
2024-03-25,BrandAwarenessQ1,paid_search,3951,83100,232,36,1547.66
2024-03-25,brand_awareness_q1,paid_social,174418,3350,194,27,1623.53
2024-03-25,brand_awareness_q1,display,282942,1531,32,3,1117.42
2024-03-25,brand_awareness_q1,email,1246,53102,159,54,106.08
2024-03-25,brand_awareness_q1,VIDEO,174791,1427,40,4,2050.24
2024-03-26,brand-awareness-q1,paid-search,94288,3423,325.00,92,1749.15
2024-03-26,brand_awareness_q1,paid-social,173649,2634,99,10,1514.6896489413746
2024-03-26,brand-awareness-q1,display,311733,1755,45,4,1231.1
2024-03-26,brand_awareness_q1,email,1130,50093,175,47,102.03
2024-03-26,BrandAwarenessQ1,video,227703,1933,93,13,2621.36
2024-03-27,brand_awareness_q1,paid_search,3670,79882,215,32,1390.63
2024-03-27,brand-awareness-q1,Paid Social,155402,2723,159,25,1448.68
2024-03-27,brand_awareness_q1,display,1380,273087,30,2,1132.56
2024-03-27,brand_awareness_q1,email,57826,1259,109,25,120.57
2024-03-27,brand_awareness_q1,video,232035,1903,54,8,2732.76
2024-03-28,BrandAwarenessQ1,Paid Search,94826,4415,406,118,1689.51
2024-03-28,brand_awareness_q1,Social Paid,136355,2122,89,16,1213.59
2024-03-28,BrandAwarenessQ1,display,349512,1629,56,3,1466.34
2024-03-28,brand_awareness_q1,email,55560,1222,188,42,110.42
2024-03-28,BrandAwarenessQ1,video,229394,1718,79,12,2724.29
2024-03-29,brand_awareness_q1,paid_search,90572,3308,228,79,1628.76
2024-03-29,brand_awareness_q1,paid_social,150155,3179,152,26,1373.11
2024-03-29,brand_awareness_q1,display,1439,274874,50,5,1053.54
2024-03-29,brand_awareness_q1,e-mail,1118,46887,144,60,92.05
2024-03-29,brand_awareness_q1,Video,184558,1184,41,4,2163.71
2024-03-30,brand_awareness_q1,paid_search,2209,56128,171,44,1001.01
2024-03-30,brand_awareness_q1,paid_social,155588,2636,99,16,1375.71
2024-03-30,brand_awareness_q1,DISPLAY,228417,1046,29,1,950.32
2024-03-30,brand_awareness_q1,email,1545,58959,193,49,116.51
2024-03-30,brand_awareness_q1,video,187494,1380,54,4,2235.23
2024-03-31,summer_promo,paid_search,61887,2767,165,33,1085.74
2024-03-31,summer_promo,paid_social,3531,189076,144,14,1668.44
2024-03-31,summer_promo,display,269711,1258,40,4,1060.45
2024-03-31,summer_promo,email,50204,1243,181,87,96.75006261178115
2024-03-31,summer_promo,Video Ads,199925,1885,61,6,2510.56
2024-04-01,summer_promo,search_paid,96864,3995,356,88,1756.780000552328
2024-04-01,summer_promo,Social Paid,2513,146925,149,20,1271.26999927119
2024-04-01,summer_promo,display,324559,1682,51,5,1304.74
2024-04-01,summer_promo,email,60289,1305,176,58,118.06
2024-04-01,summer_promo,video,2025,224588,95,10,2694.87
2024-04-02,summer-promo,paid_search,3581,88739,313,91,1643.48
2024-04-02,summer_promo,paid_social,3004,139538,148,20,1256.67
2024-04-02,summer_promo,display,1939,360327,59,7,1421.06
2024-04-02,SummerPromo,email,1331,59656,172,40,122.52
2024-04-02,summer_promo,video,223400,1683,73,5,2810.45
2024-04-03,Summer Promo,paid_search,90292,3899,359,123,1613.95
2024-04-03,summer-promo,paid_social,2230,137137,112,17,1244.17
2024-04-03,SummerPromo,display,328736,1608,45,5,1326.59
2024-04-03,summer_promo,e-mail,53587,1105,94,22,106.27
2024-04-03,summer_promo,video_ads,244007,1652,83,7,2873.0
2024-04-04,summer_promo,paid_search,84974,3375,267,65,1520.07
2024-04-04,summer_promo,paid_social,171023,2855,125,23,1479.96
2024-04-04,SummerPromo,display,1889,356815,62,4,1496.33
2024-04-04,summer_promo,Email,49694,950,90.00,33,103.94
2024-04-04,summer_promo,video,1523,198000,49,6,2359.880005838046
2024-04-05,summer_promo,paid_search,74305,3496,228,61,1322.62
2024-04-05,summer_promo,paid_social,172202,2734,157,29,1482.02
2024-04-05,summer_promo,display,1641,285709,39,3,1137.98
2024-04-05,summer_promo,EMAIL,50223,1265,154,59,101.42
2024-04-05,summer_promo,video,223540,1850,67,10,2713.96
2024-04-06,summer-promo,paid_search,71328,3474,244,66,1230.59
2024-04-06,summer_promo,paid_social,166846,2544,112,12,1530.66
2024-04-06,summer_promo,display_ads,1186,245266,27,2,950.23
2024-04-06,SummerPromo,email,56535,1340,174,85,113.69
2024-04-06,summer_promo,video,216633,1483,52,5,2483.55
2024-04-07,summer_promo,search_paid,2268,62719,141,44,1181.31
2024-04-07,summer_promo,Paid Social,188586,3387,188.00,26,1754.96
2024-04-07,summer_promo,display,244749,1019,21,2,958.6337635389374
2024-04-07,SummerPromo,email,1136,50887,109,36,104.24
2024-04-07,summer_promo,video,235709,1923,59.00,4,2906.32
2024-04-08,summer_promo,paid-search,96217,4099,391,61,1769.83
2024-04-08,SummerPromo,paid_social,166744,3589,136,25,1538.42
2024-04-08,summer_promo,display,1853,308953,53.00,4,1274.95
2024-04-08,summer_promo,Email,1417,53817,198,54,110.98
2024-04-08,summer-promo,video,225060,1692,76,10,2610.51
2024-04-09,summer_promo,paid_search,78565,3120,205,33,1393.07294612755
2024-04-09,summer_promo,paid_social,154339,2821,126,21,1359.79
2024-04-09,summer_promo,display,1756,307317,68,7,1179.51
2024-04-09,summer_promo,Email,62707,1537,230,112,130.02
2024-04-09,summer_promo,VIDEO,195597,1793,60,8,2424.26
2024-04-10,summer_promo,paid_search,95429,4597,365,96,1677.99
2024-04-10,summer_promo,paid_social,161646,2853,154,30,1395.62
2024-04-10,summer_promo,display,333385,1519,57,5,1393.58
2024-04-10,summer-promo,email,924,52439,129,53,107.3
2024-04-10,summer_promo,Video,218463,1862,68,5,2630.58
2024-04-11,summer-promo,paid-search,81350,3557,235,47,1512.38
2024-04-11,summer_promo,paid_social,158526,2942,152,22,1404.44
2024-04-11,SummerPromo,display,351527,1440,32,3,1400.42
2024-04-11,summer_promo,Email,49284,1239,143,30,103.08
2024-04-11,summer_promo,video,202341,1740,54,7,2345.29
2024-04-12,summer_promo,paid_search,100842,4127,360,72,1791.89
2024-04-12,summer_promo,paid_social,2925,187628,137.00,17,1722.33
2024-04-12,SummerPromo,display,1635,308014,55,3,1229.2
2024-04-12,SummerPromo,eMail,972,49638,129,27,101.22
2024-04-12,summer_promo,video,244367,2336,89,7,2806.55
2024-04-13,summer_promo,PaidSearch,64868,3188,194,41,1212.11
2024-04-13,Summer Promo,paid-social,3439,172236,198,20,1626.5399997471015
2024-04-13,summer_promo,DISPLAY,1139,225089,24,2,894.96
2024-04-13,summer_promo,email,59760,1382,131,42,121.75000940981361
2024-04-13,summer_promo,video_ads,248288,1657,50,7,3006.14
2024-04-14,summer_promo,paid_search,3475,65160,247,43,1146.72
2024-04-14,summer_promo,paid_social,3123,169881,165,26,1571.58
2024-04-14,summer_promo,display,267626,1524,50,4,1072.4
2024-04-14,summer_promo,eMail,56418,1364,143,32,117.33
2024-04-14,summer_promo,video_ads,255726,2041,62,7,3097.54
2024-04-15,summer-promo,paid_search,91153,4885,504,169,1580.37
2024-04-15,summer_promo,paid_social,3473,187819,159,27,1734.78
2024-04-15,summer-promo,display,385160,2134,45,2,1504.0
2024-04-15,summer_promo,email,48692,882,124,43,98.64
2024-04-15,summer-promo,video,226037,1747,78,6,2722.36
2024-04-16,summer_promo,PaidSearch,93917,3850,272,68,1640.33
2024-04-16,summer_promo,paid_social,185897,3394,158,26,1729.04
2024-04-16,summer_promo,display_ads,358826,1482,49,5,1485.03
2024-04-16,summer-promo,eMail,49200,903,104.00,35,99.47
2024-04-16,summer_promo,video,213912,1876,85,7,2620.3099307688813
2024-04-17,summer_promo,paid_search,96633,3763,382,97,1788.62
2024-04-17,summer_promo,paid_social,182175,2842,110,20,1601.6600026927088
2024-04-17,summer_promo,display,2113,381333,45,5,1490.55
2024-04-17,summer_promo,email,49501,1181,148,34,98.55401705712092
2024-04-17,summer_promo,video,218253,1745,72,7,2554.9
2024-04-18,summer_promo,paid_search,80590,3733,338.00,66,1451.9
2024-04-18,summer_promo,paid_social,3052,148077,129,18,1317.1
2024-04-18,SummerPromo,display,307070,1800,65,6,1279.12
2024-04-18,summer_promo,email,61309,1305,139,45,125.32
2024-04-18,summer_promo,video,213028,1416,52.00,6,2659.09
2024-04-19,SummerPromo,paid_search,83014,4190,432,147,1429.84
2024-04-19,summer_promo,paid_social,170416,2800,168,21,1541.890185553142
2024-04-19,summer_promo,display,293597,1292,40.00,3,1188.8
2024-04-19,summer_promo,Email,56785,1295,154,65,110.11
2024-04-19,summer_promo,video,2272,257212,76,5,3058.78
2024-04-20,summer_promo,Paid Search,2686,63616,258,83,1196.729999938862
2024-04-20,summer_promo,paid_social,3235,169087,195.00,34,1461.51
2024-04-20,summer_promo,display,261654,1171,34,2,1098.63
2024-04-20,Summer Promo,e-mail,61289,1128,169,77,122.82
2024-04-20,summer_promo,Video,244410,1855,95,7,2814.31
2024-04-21,SummerPromo,paid_search,61788,3136,186,49,1104.95
2024-04-21,summer_promo,paid_social,227382,3661,156,19,2107.999941501247
2024-04-21,SummerPromo,display,276007,1509,40,3,1057.07
2024-04-21,Summer Promo,e-mail,52691,1289,162,41,101.85
2024-04-21,summer_promo,video,229048,1763,72,11,2668.22
2024-04-22,summer_promo,paid_search,87568,3570,220,39,1605.55
2024-04-22,summer_promo,social,191268,3713,134,25,1691.7699992739954
2024-04-22,summer_promo,DISPLAY,305691,1374,37,3,1244.43
2024-04-22,summer-promo,EMAIL,53891,1418,122,39,107.27
2024-04-22,summer_promo,video,1796,249567,70,10,2886.93
2024-04-23,summer_promo,paid_search,79604,4055,418.00,73,1479.25
2024-04-23,summer_promo,social,168157,3184,173,27,1476.91
2024-04-23,SummerPromo,display,382531,1546,34,4,1521.47
2024-04-23,summer_promo,email,1324,51795,190.00,57,98.85
2024-04-23,summer_promo,video,230417,1598,66.00,9,2735.97
2024-04-24,summer_promo,paid_search,80388,3882,249,48,1401.72
2024-04-24,summer_promo,Social Paid,163910,3402,122,20,1437.69
2024-04-24,summer_promo,display,329427,1589,49,3,1288.69
2024-04-24,summer_promo,email,1009,52133,149,53,105.63
2024-04-24,summer_promo,video_ads,2282,255214,118,17,3019.42
2024-04-25,summer_promo,paid_search,95193,4257,424,106,1694.3499900262498
2024-04-25,summer_promo,paid-social,159217,2658,110,21,1472.87
2024-04-25,summer_promo,display_ads,305623,1828,55,6,1283.57
2024-04-25,summer_promo,EMAIL,67060,1239,162.00,46,138.36
2024-04-25,summer_promo,VIDEO,264245,1738,90.00,8,3280.81
2024-04-26,summer_promo,paid_search,102684,4352,419.00,133,1788.45
2024-04-26,summer_promo,paid_social,3670,181668,205,40,1557.87
2024-04-26,summer_promo,DISPLAY,2209,374796,68,7,1452.44
2024-04-26,summer_promo,Email,67547,1712,204,60,134.96
2024-04-26,summer_promo,VIDEO,206712,1476,49,6,2356.69
2024-04-27,summer_promo,Paid Search,79847,3164,197,57,1497.44
2024-04-27,summer_promo,paid_social,225057,3765,134,21,2110.02
2024-04-27,summer_promo,banner,287972,1639,59.00,8,1137.3300001396237
2024-04-27,summer_promo,Email,66966,1411,128.00,37,129.05999967459047
2024-04-27,summer_promo,video,212207,2002,94,15,2584.47
2024-04-28,SummerPromo,paid_search,64238,3432,306.00,102,1189.47
2024-04-28,SummerPromo,Social Paid,187695,3498,140,17,1721.1
2024-04-28,summer_promo,display,237140,1294,49.00,6,938.2790056946842
2024-04-28,summer-promo,email,68128,1777,153,57,141.99
2024-04-28,summer_promo,video,270609,1923,79,12,3130.6100434888617
2024-04-29,summer_promo,paid_search,102261,4119,424,77,1911.62
2024-04-29,SummerPromo,paid_social,156559,3053,165,32,1401.51
2024-04-29,summer_promo,display,332029,1493,33,2,1276.06
2024-04-29,summer_promo,email,50624,1062,145,69,105.14
2024-04-29,summer_promo,video,237631,1808,74,6,2845.72
2024-04-30,summer_promo,paid_search,5058,106004,450,82,1826.73
2024-04-30,summer_promo,paid_social,197775,3267,145,29,1704.18
2024-04-30,summer_promo,display,322908,1534,52.00,5,1343.05
2024-04-30,summer_promo,email,52438,1197,153,52,99.96
2024-04-30,summer_promo,Video,270629,1874,92,8,3118.05
2024-05-01,summer_promo,paid_search,87409,3445,308,90,1609.550000090809
2024-05-01,summer_promo,paid_social,167113,2745,115,11,1514.8095420194445
2024-05-01,summer_promo,DISPLAY,396205,1706,46,4,1552.260006458723
2024-05-01,summer_promo,EMAIL,62837,1437,141,30,121.54
2024-05-01,summer_promo,video,224727,1497,72,7,2669.07
2024-05-02,summer_promo,PaidSearch,95872,4592,277,71,1671.3200007069838
2024-05-02,summer_promo,paid_social,201207,3432,166,20,1804.54
2024-05-02,summer_promo,display,331076,1502,33,3,1346.48
2024-05-02,summer-promo,email,52644,1085,133,64,106.23
2024-05-02,summer_promo,video,244333,2221,105,11,2942.41
2024-05-03,summer_promo,search_paid,107109,4771,469.00,115,1846.79
2024-05-03,SummerPromo,paid_social,202778,3962,198,39,1879.83
2024-05-03,summer_promo,display,381106,1997,46.00,5,1474.5599965039128
2024-05-03,summer-promo,email,69068,1806,256,62,137.08
2024-05-03,summer_promo,video,2155,276558,111,14,3429.58
2024-05-04,summer_promo,search_paid,67317,3527,352,57,1198.15
2024-05-04,summer_promo,paid_social,202270,3387,146,21,1888.42
2024-05-04,summer_promo,display,1550,295614,47,4,1172.34
2024-05-04,summer_promo,email,1232,54107,170,80,112.81
2024-05-04,SummerPromo,video,1657,246517,57,7,2912.02
2024-05-05,summer_promo,paid_search,70863,3039,241,65,1216.54
2024-05-05,summer_promo,paid_social,195224,3013,160,27,1675.98
2024-05-05,summer_promo,display,304947,1421,35,4,1271.128516020612
2024-05-05,summer_promo,email,67901,1207,172,50,132.82
2024-05-05,summer_promo,video,242089,2088,63,9,2798.85
2024-05-06,summer_promo,paid_search,111219,4890,467,95,1985.28
2024-05-06,summer_promo,paid_social,190535,3001,124,23,1756.1365329236833
2024-05-06,summer_promo,display,393552,2256,80,8,1520.52
2024-05-06,summer_promo,email,1266,57406,118,52,119.17
2024-05-06,summer_promo,VIDEO,209019,1466,70,10,2445.39
2024-05-07,summer_promo,paid_search,96374,5062,454,92,1790.85
2024-05-07,summer_promo,paid_social,183375,3479,134,12,1629.33
2024-05-07,summer_promo,display,376518,1639,60,6,1483.44
2024-05-07,Summer Promo,eMail,54870,1397,192,77,107.38
2024-05-07,summer_promo,video,235817,1632,68,11,2930.86
2024-05-08,summer-promo,paid_search,102257,4928,339,78,1752.29
2024-05-08,summer-promo,paid_social,3966,199054,139,27,1817.89
2024-05-08,summer_promo,display,378370,1519,38,4,1484.04
2024-05-08,summer_promo,email,69779,1622,185,58,137.45
2024-05-08,summer_promo,video,226603,1788,79.00,11,2691.27
2024-05-09,SummerPromo,paid_search,3909,86483,343,109,1537.12
2024-05-09,summer_promo,paid_social,192262,3611,158,16,1654.89
2024-05-09,Summer Promo,banner,422198,2229,81,6,1724.44
2024-05-09,summer_promo,email,68599,1387,131,55,142.68
2024-05-09,summer_promo,video,267993,2403,101,13,3274.05
2024-05-10,summer_promo,paid_search,5018,105002,521,105,1874.64
2024-05-10,summer_promo,Paid Social,178435,2614,147,23,1556.12
2024-05-10,summer_promo,display,394343,1752,53,6,1641.5
2024-05-10,SummerPromo,email,64714,1427,206,91,134.3
2024-05-10,summer_promo,video,222616,1494,46,4,2753.76
2024-05-11,summer-promo,PaidSearch,3139,79885,278,60,1378.8700055486108
2024-05-11,summer_promo,paid_social,203638,4023,177,32,1801.83
2024-05-11,summer_promo,display,1182,257724,42.00,4,1068.6697078135344
2024-05-11,summer_promo,email,63251,1638,145,66,126.51
2024-05-11,summer_promo,video,2088,274029,73.00,5,3404.83
2024-05-12,summer_promo,paid_search,2620,66160,198,52,1239.3
2024-05-12,summer_promo,Social Paid,3514,210714,198,36,1894.07
2024-05-12,summer_promo,display,1259,289332,40,2,1131.12
2024-05-12,summer_promo,email,66711,1273,177,61,136.94
2024-05-12,SummerPromo,video,216874,1814,78,8,2723.59
2024-05-13,summer_promo,paid_search,95759,3512,230,51,1639.91
2024-05-13,summer_promo,Social Paid,3593,176137,146.00,24,1605.32
2024-05-13,Summer Promo,display,344081,1853,50,3,1360.3
2024-05-13,summer_promo,email,63670,1214,173,50,124.68
2024-05-13,Summer Promo,video,265037,2202,79,12,3338.03
2024-05-14,Summer Promo,paid_search,4950,94783,362,67,1782.54
2024-05-14,summer_promo,paid_social,209920,3632,152,26,1819.6
2024-05-14,summer-promo,display,399234,2067,49,4,1620.98
2024-05-14,summer_promo,email,53544,1355,138,49,102.25
2024-05-14,Summer Promo,video,285599,2432,106,7,3492.22
2024-05-15,summer_promo,paid_search,4165,97225,342,83,1689.35
2024-05-15,summer_promo,Social Paid,197914,3748,165,27,1810.1699909736167
2024-05-15,summer-promo,display,348128,1814,42,5,1337.5
2024-05-15,summer_promo,Email,66412,1237,114,27,128.82
2024-05-15,summer_promo,VIDEO,226833,1642,66,6,2777.37
2024-05-16,summer_promo,paid_search,3443,93811,274.00,52,1761.74
2024-05-16,summer_promo,paid_social,177879,2564,141,28,1654.58
2024-05-16,Summer Promo,display,393810,1692,38,3,1610.46
2024-05-16,summer_promo,email,54995,1091,109,53,107.75
2024-05-16,summer_promo,video,247192,1660,53,4,2904.18
2024-05-17,summer_promo,paid_search,109238,4547,415.00,70,2017.0500000393392
2024-05-17,summer_promo,paid_social,162239,3331,182,20,1439.3499547997164
2024-05-17,summer_promo,display,1932,368636,71.00,4,1520.99
2024-05-17,summer_promo,EMAIL,1196,56652,183,52,112.01
2024-05-17,summer_promo,video,276783,2479,108,16,3192.88
2024-05-18,summer_promo,paid_search,79727,2954,299,54,1423.0403617258687
2024-05-18,summer_promo,paid_social,4486,222371,248,27,1977.27
2024-05-18,SummerPromo,display,270384,1097,36,4,1132.7398857591324
2024-05-18,summer_promo,email,55794,1433,132,42,106.52
2024-05-18,summer_promo,VIDEO,233039,1725,77,10,2871.28
2024-05-19,summer_promo,paid_search,3563,77192,366.00,103,1366.99
2024-05-19,summer_promo,paid-social,4247,218444,160.00,27,1916.57
2024-05-19,summer_promo,display,1444,269872,40,5,1085.790003269768
2024-05-19,summer_promo,email,72083,1303,169.00,42,149.2
2024-05-19,summer_promo,video,278077,2553,76,9,3250.4599995203794
2024-05-20,summer_promo,paid_search,4245,115038,283,78,2050.66
2024-05-20,summer_promo,paid-social,174007,3080,181,26,1621.9100732483778
2024-05-20,Summer Promo,display,372067,1576,47,5,1429.13
2024-05-20,summer_promo,Email,61354,1380,115,27,123.98148966910574
2024-05-20,summer_promo,video,261050,1925,77,7,3186.32
2024-05-21,summer_promo,paid-search,4878,114670,285,55,2054.66
2024-05-21,summer_promo,paid_social,192833,3637,178,30,1772.97
2024-05-21,summer_promo,display,334964,1848,46,4,1384.0599417743142
2024-05-21,Summer Promo,EMAIL,71935,1450,176,71,137.34
2024-05-21,Summer Promo,video,227107,1555,70,9,2618.17
2024-05-22,summer-promo,paid_search,4118,104583,414.00,94,1874.41
2024-05-22,SummerPromo,paid_social,4025,205805,153,21,1931.27
2024-05-22,summer_promo,display,2164,417993,75,7,1698.47
2024-05-22,summer_promo,EMAIL,1350,71918,161,57,137.34
2024-05-22,summer_promo,VIDEO,286089,2598,102,12,3577.66
2024-05-23,Summer Promo,paid_search,91587,4250,387,67,1630.0
2024-05-23,summer_promo,social,195874,4065,203.00,27,1847.40011059707
2024-05-23,Summer Promo,display,2363,427726,61.00,8,1791.4
2024-05-23,summer_promo,email,1173,62483,133,53,128.07
2024-05-23,summer_promo,video,2059,238225,100,14,2983.2
2024-05-24,summer_promo,paid_search,105631,4184,359,74,1871.9399998637089
2024-05-24,summer_promo,paid_social,4300,200333,234,47,1803.6995306064855
2024-05-24,summer_promo,display,1872,403174,43.00,3,1609.5299561257848
2024-05-24,summer_promo,email,64840,1521,173,72,134.11
2024-05-24,summer_promo,video,237666,2165,102.00,12,2716.6
2024-05-25,summer_promo,paid_search,68204,3278,215,64,1186.0497289764305
2024-05-25,summer_promo,paid_social,205390,3328,200,34,1810.64
2024-05-25,summer_promo,banner,1251,307998,44,3,1277.3299994339359
2024-05-25,summer_promo,email,68175,1718,236,86,132.77
2024-05-25,SummerPromo,VIDEO,2472,276120,86,11,3454.75
2024-05-26,summer_promo,paid_search,73875,3931,404,85,1336.68
2024-05-26,summer_promo,paid_social,187690,3042,163,29,1751.73
2024-05-26,summer_promo,display,315085,1834,61,6,1292.49
2024-05-26,summer_promo,e-mail,64602,1480,207,99,126.54
2024-05-26,summer_promo,video,1976,230185,64,5,2766.04
2024-05-27,summer_promo,paid_search,98341,4298,355,62,1785.0
2024-05-27,SummerPromo,paid_social,177373,2976,167.00,18,1541.08
2024-05-27,summer_promo,banner,362513,1486,56,6,1473.53
2024-05-27,summer_promo,e-mail,63633,1440,158.00,67,124.95
2024-05-27,summer_promo,video,233813,1633,48.00,5,2782.17
2024-05-28,summer_promo,PaidSearch,103397,3893,259,49,1829.86
2024-05-28,summer_promo,paid_social,183732,2934,168,25,1735.704874913916
2024-05-28,summer_promo,display,420717,2508,53.00,6,1673.72
2024-05-28,summer-promo,email,71668,1648,212,101,145.95
2024-05-28,summer_promo,video,241919,2257,114,12,2914.71
2024-05-29,summer_promo,paid_search,5017,95739,478,107,1775.49
2024-05-29,summer_promo,paid_social,188886,2779,172,19,1702.34
2024-05-29,summer_promo,display,435685,1888,72.00,7,1656.88
2024-05-29,summer_promo,email,55663,1308,182,82,110.48004945047681
2024-05-29,summer_promo,video,225608,1832,82,13,2781.7999944513895
2024-05-30,summer_promo,paid_search,5665,107065,520,93,1919.31
2024-05-30,summer_promo,paid_social,182585,2744,100,18,1652.81
2024-05-30,summer_promo,display,393235,1751,44,4,1593.42
2024-05-30,summer-promo,email,62809,1114,147,52,127.39
2024-05-30,summer_promo,video,265494,2341,98,13,3049.76
2024-05-31,summer_promo,paid_search,115881,4393,411,86,1999.61
2024-05-31,summer_promo,paid_social,207875,3648,170.00,28,1866.01
2024-05-31,summer_promo,display,388970,1661,46.00,5,1562.9899900949945
2024-05-31,summer_promo,EMAIL,73043,1378,182,84,150.4
2024-05-31,summer_promo,Video Ads,2083,274398,105,13,3310.9067071388768
2024-06-01,summer_promo,paid_search,68402,2468,208,53,1286.27
2024-06-01,Summer Promo,paid_social,208726,4130,256,33,1862.13
2024-06-01,summer_promo,display,301857,1516,36,2,1247.85
2024-06-01,Summer Promo,email,58372,1120,158,70,120.85
2024-06-01,summer_promo,video_ads,290407,2782,108.00,13,3411.93
2024-06-02,summer_promo,search_paid,67190,2537,230,56,1188.96
2024-06-02,summer_promo,paid_social,3770,197225,143,23,1846.0438544550439
2024-06-02,summer_promo,display,273718,1341,43,3,1104.09
2024-06-02,summer_promo,EMAIL,65608,1365,145,47,124.72
2024-06-02,summer_promo,video,237775,1690,77,8,2950.34
2024-06-03,summer_promo,paid_search,91759,4513,442,107,1628.33
2024-06-03,summer_promo,paid_social,181973,3343,134,21,1693.73
2024-06-03,summer_promo,display,428094,1832,56,4,1778.5300002184244
2024-06-03,summer_promo,EMAIL,56232,1026,87,30,107.19
2024-06-03,summer_promo,video_ads,2031,263997,85,13,3184.31
2024-06-04,summer_promo,paid_search,5641,104523,443.00,135,1856.17
2024-06-04,summer_promo,paid_social,177399,3540,201,25,1590.96
2024-06-04,summer_promo,display,388125,1860,55,6,1606.52
2024-06-04,SummerPromo,eMail,70416,1619,155,54,140.07716409802154
2024-06-04,summer_promo,video,233115,2199,96,15,2863.380050136272
2024-06-05,summer-promo,paid_search,4363,102770,290,71,1768.9999957606003
2024-06-05,summer_promo,paid_social,186067,2736,112,22,1651.37
2024-06-05,summer_promo,display,383782,1884,41,5,1508.12
2024-06-05,summer_promo,email,68496,1519,218,96,133.7508859098813
2024-06-05,summer_promo,video,261639,1820,79,8,3187.81
2024-06-06,summer_promo,PaidSearch,113782,5154,381,126,2051.43
2024-06-06,summer-promo,paid_social,185280,3825,189,27,1684.9
2024-06-06,summer_promo,display,1659,387882,39,2,1573.79
2024-06-06,Summer Promo,eMail,59019,1135,124,50,113.53
2024-06-06,summer_promo,video,2136,237538,96,11,2844.42
2024-06-07,summer_promo,paid_search,94488,3675,352,54,1623.08
2024-06-07,summer_promo,paid_social,198280,3085,166,15,1797.4194542858306
2024-06-07,summer_promo,display,336313,1518,36,4,1358.62
2024-06-07,Summer Promo,email,1170,65901,158,62,128.95
2024-06-07,summer_promo,video,226524,1775,91,14,2628.7400078246483
2024-06-08,SummerPromo,paid_search,3996,85360,376,118,1487.6
2024-06-08,summer_promo,paid_social,233976,3814,216.00,28,2095.99
2024-06-08,summer_promo,display,299153,1334,37,2,1160.99
2024-06-08,summer_promo,email,71701,1580,180,45,137.61
2024-06-08,Summer Promo,video,2150,257004,62.00,9,3085.07
2024-06-09,SummerPromo,paid_search,3074,68802,191,51,1279.0
2024-06-09,summer_promo,paid_social,250056,4995,272,41,2221.33
2024-06-09,summer_promo,display,251532,1272,31,3,1035.26
2024-06-09,summer_promo,email,62459,1423,195.00,82,127.38
2024-06-09,summer_promo,VIDEO,227802,1555,61,5,2831.78
2024-06-10,summer-promo,paid_search,96954,5020,379.00,71,1781.670181742021
2024-06-10,SummerPromo,paid_social,3922,211312,151,13,1931.2
